0,0.233662,0.233662
1,0.144516,0.378178
2,0.411807,0.7899849999999999
3,0.067351,0.8573359999999999
4,0.074905,0.9322409999999999
5,0.088245,1.0204859999999998
6,0.104043,1.124529
7,0.121664,1.2461929999999999
8,0.191436,1.4376289999999998
9,1.413838,2.8514669999999995
10,0.186143,3.0376099999999995
11,0.226284,3.2638939999999996
12,0.249599,3.5134929999999995
13,0.27279,3.7862829999999996
14,0.624075,4.410358
15,0.250619,4.660977
16,0.453223,5.1142
17,0.309807,5.4240070000000005
18,0.247371,5.671378000000001
19,0.464943,6.136321000000001
20,0.278913,6.415234000000001
21,0.287751,6.702985000000001
22,0.290758,6.993743000000001
23,0.313974,7.307717000000001
24,0.351467,7.6591840000000015
25,0.301655,7.960839000000002
26,0.404462,8.365301000000002
27,0.579464,8.944765000000002
28,0.561651,9.506416000000002
29,0.297456,9.803872000000002
30,0.290756,10.094628000000002
31,0.550459,10.645087000000002
32,0.305179,10.950266000000003
33,0.332787,11.283053000000002
34,0.32474,11.607793000000003
35,0.338214,11.946007000000003
36,0.385972,12.331979000000004
37,0.377824,12.709803000000004
38,0.485245,13.195048000000005
39,0.460371,13.655419000000006
40,0.420794,14.076213000000006
41,0.456533,14.532746000000007
42,0.900761,15.433507000000006
43,0.472257,15.905764000000007
44,0.521393,16.42715700000001
45,0.574752,17.00190900000001
46,0.544501,17.54641000000001
47,0.833728,18.38013800000001
48,0.58312,18.96325800000001
49,0.602922,19.56618000000001
50,0.814777,20.38095700000001
51,0.768059,21.14901600000001
52,0.664798,21.81381400000001
53,0.652674,22.466488000000012
54,1.08523,23.55171800000001
55,1.056966,24.60868400000001
56,0.832686,25.44137000000001
57,1.635858,27.07722800000001
58,0.866151,27.943379000000007
59,0.787444,28.730823000000008
60,1.254803,29.985626000000007
61,0.986936,30.972562000000007
62,1.90755,32.880112000000004
63,0.989432,33.869544000000005
64,1.09591,34.96545400000001
65,0.988663,35.95411700000001
66,1.125547,37.07966400000001
67,1.422664,38.502328000000006
68,1.166135,39.668463
69,1.669003,41.337466000000006
70,1.215566,42.55303200000001
71,1.512322,44.065354000000006
72,1.425358,45.49071200000001
73,1.650717,47.14142900000001
74,1.328771,48.47020000000001
75,1.426048,49.896248000000014
76,1.840877,51.73712500000001
77,1.481225,53.218350000000015
78,1.692595,54.91094500000001
79,1.492704,56.403649000000016
80,1.434048,57.83769700000001
81,1.912932,59.75062900000001
82,1.483252,61.23388100000001
83,1.697816,62.931697000000014
84,1.893927,64.82562400000002
85,2.74173,67.56735400000002
86,1.931735,69.49908900000003
87,1.998448,71.49753700000002
88,2.270332,73.76786900000002
89,1.698329,75.46619800000002
90,1.762938,77.22913600000003
91,2.109516,79.33865200000002
92,2.396151,81.73480300000003
93,2.600799,84.33560200000002
94,1.871071,86.20667300000002
95,2.127293,88.33396600000002
96,1.986892,90.32085800000002
97,2.447875,92.76873300000001
98,2.5288,95.29753300000002
99,2.580313,97.87784600000002
100,3.008892,100.88673800000002
101,5.58114,106.46787800000003
102,2.82479,109.29266800000002
103,2.556331,111.84899900000002
104,2.938239,114.78723800000002
105,3.288656,118.07589400000002
106,2.292183,120.36807700000001
107,2.357525,122.72560200000001
108,2.757888,125.48349
109,2.706569,128.190059
110,2.753032,130.94309099999998
111,2.730178,133.67326899999998
112,2.828012,136.50128099999998
113,2.890983,139.39226399999998
114,3.023397,142.41566099999997
115,3.023837,145.43949799999996
116,3.767594,149.20709199999996
117,4.217166,153.42425799999995
118,2.622343,156.04660099999995
119,2.982223,159.02882399999996
120,3.082379,162.11120299999996
121,2.987161,165.09836399999995
122,3.094045,168.19240899999994
